roll_no,grade,name,points,school,section,friends,updated_at
887,10,Elena Lind,22,School 9,Section Section 4,"29, 60, 171, 185, 468, 511, 569, 592, 792",2023-07-07 12:50:55.994763+00:00
888,9,Dora O'Kon,83,School 9,Section Section 2,"124, 674, 748, 886, 930, 950",2023-07-21 13:21:33.991579+00:00
889,9,Lola Purdy,59,School 9,Section Section 2,"60, 89, 208, 210, 718, 792, 863, 980",2023-06-07 08:23:20.992534+00:00
890,10,Franz Huel,38,School 9,Section Section 2,"233, 310, 328, 508, 868",2023-05-27 01:43:44.031644+00:00
891,12,Dale Rohan,44,School 9,Section Section 1,"106, 226, 508, 624, 645, 740, 801",2023-06-15 05:55:16.033322+00:00
892,12,Dixie Beer,27,School 9,Section Section 4,996,2023-06-28 12:58:53.054767+00:00
893,12,Arvid Bode,17,School 9,Section Section 2,"317, 536, 566, 653",2023-05-26 13:58:50.152857+00:00
894,12,Rod Cremin,89,School 9,Section Section 2,"103, 245, 549, 662, 663, 731",2023-07-09 04:14:54.155741+00:00
895,10,Fleta Batz,55,School 9,Section Section 3,"86, 249, 300, 607, 811, 977",2023-06-22 10:48:20.192150+00:00
896,11,Vidal King,93,School 9,Section Section 2,"61, 470, 597, 724",2023-06-04 05:32:54.214237+00:00
897,12,Retha Toy,91,School 9,Section Section 3,"71, 280, 380, 399, 736, 821",2023-06-05 20:19:35.237866+00:00
898,12,Lia Ferry,77,School 9,Section Section 4,"13, 27, 130, 187, 317, 421, 938, 998",2023-06-30 02:28:47.241803+00:00
899,12,Alene Hane,31,School 9,Section Section 4,"323, 613, 776, 859, 918",2023-06-15 01:37:18.340365+00:00
900,9,Cory Roob,36,School 9,Section Section 3,"6, 36, 161, 365, 374, 652, 851, 927",2023-07-16 20:40:34.373943+00:00
901,12,Lola Purdy,73,School 10,Section Section 1,"56, 239, 286, 442, 544, 610, 749",2023-07-25 11:48:44.443985+00:00
902,9,Dixie Beer,3,School 10,Section Section 3,"148, 200, 531, 545, 563, 784, 790",2023-07-03 10:30:02.551699+00:00
903,10,Tiana Ward,90,School 10,Section Section 4,"11, 73, 293, 390, 708",2023-06-11 08:05:32.696548+00:00
904,9,Larue Metz,58,School 10,Section Section 1,"143, 144, 316, 403, 610, 852, 885, 1000",2023-06-05 04:02:52.716481+00:00
905,11,Vida Wyman,41,School 10,Section Section 1,"23, 93, 94, 400, 439, 490, 584, 741, 774, 856",2023-07-09 23:25:33.726439+00:00
906,10,Mavis Jast,47,School 10,Section Section 2,"22, 130, 290",2023-07-03 09:41:29.738824+00:00
907,12,Dixie Beer,3,School 10,Section Section 3,"52, 182, 218, 425, 499, 985",2023-07-06 00:47:41.842593+00:00
908,10,Jan Little,89,School 10,Section Section 3,"85, 163, 249, 510, 886",2023-06-22 10:41:43.853284+00:00
909,11,Devin Mann,52,School 10,Section Section 1,"84, 359, 551, 656, 868, 950",2023-06-19 03:09:44.850428+00:00
910,9,Mara Crona,63,School 10,Section Section 2,"53, 987",2023-07-19 15:50:09.851097+00:00
911,10,Jose Nolan,41,School 10,Section Section 4,"295, 341, 481, 712, 856, 962",2023-07-20 19:57:43.047567+00:00
912,11,Era Heaney,87,School 10,Section Section 4,"247, 270, 413, 839",2023-06-30 20:51:25.276341+00:00
913,12,Luis Haley,61,School 10,Section Section 2,"102, 131, 334, 355, 389, 717, 974",2023-07-22 14:26:07.400794+00:00
914,11,Eva Lakin,94,School 10,Section Section 1,"11, 219, 316, 413, 510",2023-05-29 20:28:47.683227+00:00
915,11,Angie Beer,57,School 10,Section Section 3,"181, 190, 444, 795",2023-06-27 12:55:33.073610+00:00
916,12,Neva Batz,19,School 10,Section Section 1,"28, 36, 334, 399, 563, 570, 615, 777, 847",2023-06-18 20:11:45.159640+00:00
917,11,Mia Mraz,45,School 10,Section Section 1,"82, 419, 551, 590, 732, 857, 994",2023-06-26 09:53:04.318641+00:00
918,11,Erna Huels,85,School 10,Section Section 2,"30, 148, 157, 246, 258, 305, 811, 899",2023-06-07 19:49:51.373240+00:00
919,12,Wendy Mohr,18,School 10,Section Section 4,"269, 324, 541, 543",2023-06-12 12:21:28.470517+00:00
920,9,Jose Nolan,18,School 10,Section Section 4,"9, 172, 462, 552, 606, 685, 938",2023-06-28 14:36:26.595127+00:00
921,9,Emil Hills,2,School 10,Section Section 1,"459, 494, 568, 624, 683, 843, 989",2023-06-11 04:24:35.721149+00:00
922,10,Kale Moen,1,School 10,Section Section 2,"165, 176, 461, 506, 632, 648, 804",2023-06-19 06:52:47.734516+00:00
923,10,Kale Moen,0,School 10,Section Section 1,"202, 315, 578, 593, 659, 666",2023-06-07 09:59:38.873297+00:00
924,12,Rod Cremin,85,School 10,Section Section 3,"213, 297, 304, 493",2023-07-16 16:03:37.942118+00:00
925,10,Pat Hirthe,83,School 10,Section Section 1,"83, 454, 572, 611, 652, 656, 673, 681, 697, 745, 862, 873, 964",2023-07-17 00:39:11.023046+00:00
926,11,Clay Cole,51,School 10,Section Section 1,"192, 348, 459, 708, 959",2023-06-23 16:10:56.020999+00:00
927,10,Gabe Stamm,19,School 10,Section Section 2,"7, 203, 235, 256, 447, 646, 753, 900",2023-07-23 14:24:19.048852+00:00
928,11,Retha Toy,100,School 10,Section Section 2,"50, 184, 235, 428, 798, 820",2023-05-30 21:17:25.053711+00:00
929,10,Vita Price,87,School 10,Section Section 4,446,2023-07-18 05:33:59.163828+00:00
930,12,Buck Auer,46,School 10,Section Section 2,"129, 288, 337, 428, 773, 856, 888",2023-07-10 16:50:27.236382+00:00
931,10,Kale Moen,67,School 10,Section Section 3,"7, 28, 118, 237, 456, 499, 975",2023-05-27 02:44:36.237369+00:00
932,12,Kira Walsh,77,School 10,Section Section 4,"37, 111, 223, 293, 387, 599, 664, 957, 994",2023-07-16 21:25:43.498161+00:00
933,10,Tom Lakin,83,School 10,Section Section 1,"9, 326, 526, 624",2023-06-10 13:27:44.568073+00:00
934,11,Cale Lang,14,School 10,Section Section 1,"38, 67, 188, 340, 590, 763, 779, 878, 995",2023-06-01 18:51:43.656318+00:00
935,12,Aylin Kihn,35,School 10,Section Section 1,"106, 390, 433, 570, 967",2023-06-01 05:19:47.825116+00:00
936,10,Jena Mraz,0,School 10,Section Section 2,"297, 348, 600, 651, 990",2023-07-18 20:28:09.946537+00:00
937,11,Dixie Beer,48,School 10,Section Section 2,"12, 336, 361, 393, 411, 742",2023-07-14 09:58:24.995587+00:00
938,11,Tiana Ward,3,School 10,Section Section 2,"347, 485, 667, 898, 920",2023-06-23 01:10:04.153851+00:00
939,11,Dee Rau,93,School 10,Section Section 4,"118, 352, 362, 366, 395, 770, 875, 886",2023-07-24 23:03:45.281532+00:00
940,11,Rex Jacobi,7,School 10,Section Section 4,"296, 484, 486, 541, 851, 952",2023-07-12 11:26:54.406281+00:00
941,9,Sim Parker,94,School 10,Section Section 2,"99, 152, 213, 341, 409, 436, 443, 565, 648",2023-06-21 01:07:35.534013+00:00
942,10,Dean Lang,41,School 10,Section Section 1,"266, 267, 298, 692, 970",2023-06-26 16:42:20.557976+00:00
943,9,Lelah Wiza,34,School 10,Section Section 3,"357, 422, 709, 724, 753",2023-07-12 05:20:59.728216+00:00
944,9,Lilla Beer,100,School 10,Section Section 3,"331, 348, 878",2023-06-02 23:34:18.856949+00:00
945,11,Cory Roob,32,School 10,Section Section 2,"86, 169, 574, 784, 846, 859, 870, 875",2023-05-27 00:16:09.930178+00:00
946,11,Brad Walsh,2,School 10,Section Section 1,"175, 380, 855, 988",2023-07-17 07:43:20.993944+00:00
947,11,Ana Metz,32,School 10,Section Section 3,"31, 92, 451, 570, 627, 699, 767, 846",2023-06-02 10:33:34.158070+00:00
948,9,Lelah Wiza,5,School 10,Section Section 3,"245, 424, 701, 764, 822, 954, 972",2023-07-14 19:54:51.526352+00:00
949,11,Dee Rau,99,School 10,Section Section 4,"522, 874",2023-07-22 02:54:43.816378+00:00
950,12,Lilla Beer,16,School 10,Section Section 4,"67, 313, 463, 481, 888, 909",2023-06-07 17:16:39.877216+00:00
951,10,Mina Feil,94,School 10,Section Section 4,"202, 203, 444, 537, 579",2023-07-04 23:28:21.002754+00:00
952,11,Niko Bosco,78,School 10,Section Section 1,"11, 72, 864, 940",2023-06-02 08:53:49.026301+00:00
953,9,Dixie Beer,1,School 10,Section Section 4,"142, 412, 627, 629",2023-06-29 10:01:40.256616+00:00
954,9,Lura Ortiz,33,School 10,Section Section 3,"152, 168, 479, 519, 545, 701, 737, 867, 948",2023-05-29 04:37:06.257764+00:00
955,9,Lola Purdy,100,School 10,Section Section 4,"336, 564, 964",2023-07-20 01:57:15.269818+00:00
956,11,Fleta Batz,87,School 10,Section Section 4,"402, 460, 499, 590, 644, 750, 837",2023-07-04 08:30:51.532186+00:00
957,11,Franz Huel,1,School 10,Section Section 4,"7, 144, 314, 391, 440, 458, 590, 932",2023-06-01 13:45:03.658409+00:00
958,9,Jan Little,14,School 10,Section Section 1,"356, 539, 577, 821",2023-06-14 06:58:41.773325+00:00
959,11,Tom Jacobs,71,School 10,Section Section 1,"187, 310, 417, 508, 696, 712, 748, 926",2023-07-01 18:57:37.014732+00:00
960,12,Dee Rau,58,School 10,Section Section 4,"44, 269, 274, 279, 481, 534, 693",2023-07-24 12:09:46.139843+00:00
961,10,Mia Mraz,89,School 10,Section Section 1,"37, 235, 260, 381, 629, 665, 705, 885",2023-06-25 01:38:29.266314+00:00
962,9,Nova Haag,96,School 10,Section Section 3,"34, 207, 911",2023-05-31 22:39:34.323864+00:00
963,10,Brad Walsh,66,School 10,Section Section 1,"388, 442, 589, 840, 964",2023-06-12 06:30:50.359155+00:00
964,12,Arvid Bode,69,School 10,Section Section 3,"24, 167, 179, 218, 330, 527, 603, 925, 955, 963",2023-06-29 05:58:44.513071+00:00
965,9,Kale Moen,8,School 10,Section Section 1,"182, 384, 387, 445, 588, 752, 787",2023-06-26 05:22:24.669664+00:00
966,11,Jade Kihn,91,School 10,Section Section 2,"507, 670",2023-06-09 04:24:13.897837+00:00
967,10,Dean Lang,62,School 10,Section Section 4,"472, 768, 935",2023-07-15 09:43:07.011738+00:00
968,9,Clay Cole,30,School 10,Section Section 4,"198, 545, 576, 635, 705",2023-06-17 06:54:48.151432+00:00
969,12,Nico Dare,99,School 10,Section Section 1,"32, 132, 134, 179, 304, 682, 807",2023-07-19 22:09:26.381122+00:00
970,9,Lura Ortiz,54,School 10,Section Section 4,"260, 338, 407, 692, 821, 942",2023-06-02 21:56:21.506327+00:00
971,11,Clay Cole,47,School 10,Section Section 2,"272, 577, 684, 816, 886",2023-06-12 01:38:43.531377+00:00
972,9,Eva Lakin,38,School 10,Section Section 3,"183, 204, 207, 239, 539, 713, 948",2023-06-22 02:50:03.762287+00:00
973,12,Nico Dare,92,School 10,Section Section 4,"16, 106, 363, 834, 885",2023-06-14 07:57:14.875347+00:00
974,10,Niko Bosco,6,School 10,Section Section 2,"206, 259, 274, 452, 467, 528, 568, 595, 826, 874, 913",2023-06-19 07:20:07.909867+00:00
975,12,Kylee Wolf,64,School 10,Section Section 1,"49, 587, 616, 666, 798, 931",2023-06-16 12:16:18.037115+00:00
976,12,Bell Walsh,85,School 10,Section Section 2,"148, 158, 196, 224, 593, 604, 867",2023-06-11 01:46:49.163310+00:00
977,9,Nova Haag,8,School 10,Section Section 4,"61, 67, 178, 194, 247, 530, 825, 895",2023-06-23 17:51:37.187532+00:00
978,12,Niko Bosco,91,School 10,Section Section 4,"182, 198, 237, 417, 725, 984",2023-06-16 03:39:43.312783+00:00
979,10,Mara Crona,25,School 10,Section Section 2,"93, 104, 360, 625, 729, 807",2023-06-05 23:58:48.381300+00:00
980,11,Brad Walsh,97,School 10,Section Section 3,"3, 49, 397, 639, 838, 889, 983",2023-07-08 11:28:54.464314+00:00
981,11,Rae Mills,11,School 10,Section Section 2,"36, 387, 607",2023-06-12 17:17:35.488110+00:00
982,11,Rod Cremin,8,School 10,Section Section 4,"126, 411, 496, 635",2023-06-06 16:57:54.510084+00:00
983,9,Guy Ward,79,School 10,Section Section 1,"99, 329, 479, 980",2023-06-04 23:24:51.639228+00:00
984,12,Mya Rath,55,School 10,Section Section 1,"79, 156, 179, 237, 514, 789, 844, 845, 978",2023-07-22 02:20:51.707936+00:00
985,12,Brad Walsh,36,School 10,Section Section 2,"19, 66, 333, 513, 596, 766, 907",2023-07-08 14:05:32.891953+00:00
986,10,Wade Ebert,14,School 10,Section Section 1,"17, 163, 229, 487, 668",2023-07-07 15:57:46.018409+00:00
987,12,Vince Fay,43,School 10,Section Section 4,"275, 647, 910",2023-06-23 12:13:25.246354+00:00
988,11,Avery Batz,21,School 10,Section Section 2,"260, 381, 519, 744, 791, 835, 946",2023-05-29 02:15:40.475168+00:00
989,11,Avery Batz,84,School 10,Section Section 4,"150, 250, 289, 320, 345, 355, 500, 829, 839, 862, 921",2023-06-16 10:53:10.600797+00:00
990,9,Russ Lang,57,School 10,Section Section 3,"114, 299, 300, 345, 492, 585, 634, 688, 699, 936",2023-07-13 04:32:04.624776+00:00
991,9,Pat Hirthe,84,School 10,Section Section 4,"476, 711",2023-07-08 16:54:07.794537+00:00
992,10,Tod Hintz,48,School 10,Section Section 3,"216, 440, 857",2023-06-30 19:19:23.922960+00:00
993,12,Cora Mills,25,School 10,Section Section 1,"39, 122, 197, 242, 426, 754, 876",2023-06-06 16:31:23.210643+00:00
994,9,Ottis Torp,99,School 10,Section Section 2,"409, 676, 747, 853, 876, 917, 932",2023-06-17 02:52:13.337077+00:00
995,9,Jade Kihn,91,School 10,Section Section 1,"377, 388, 503, 934",2023-07-17 00:14:24.404560+00:00
996,10,Wade Ebert,9,School 10,Section Section 3,"192, 241, 374, 856, 892",2023-06-19 13:54:42.590057+00:00
997,11,Vidal King,40,School 10,Section Section 1,"262, 288, 296, 364, 534",2023-07-07 18:03:02.613564+00:00
998,9,Bell Walsh,82,School 10,Section Section 3,"74, 338, 577, 898",2023-06-12 19:31:24.613041+00:00
999,12,Lilla Beer,60,School 10,Section Section 4,"181, 778",2023-06-03 11:25:07.708496+00:00
1000,10,Lola Purdy,8,School 10,Section Section 4,"19, 147, 155, 904",2023-07-25 13:58:21.889242+00:00
